customerID,tenure,MonthlyCharges,TotalCharges,Churn,ChurnFlag,ServicesCount,IsNewCustomer,HasFiber,IsMonthToMonth,IsLongTermContract,IsElectronicCheck,AutoPayment,SeniorWithNoDependents,TechSupportOrSecurity,StreamingBundle,gender_Male,SeniorCitizen_1,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureBand_13-24,TenureBand_25-48,TenureBand_49+,TenureBand_7-12
8091-TTVAX,1.0436161483629645,1.182810854199314,1.5006244452274227,No,0,0.7939756982044881,0,1,0,1,0,1,0,0,1,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False
0280-XJGEX,0.6771328748826912,1.2941512532104444,1.2161496993050833,Yes,1,1.278968832849259,0,1,1,0,0,1,0,0,1,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
5129-JLPIS,-0.30015585439803716,1.3539759452164248,0.17925954483241316,No,0,1.278968832849259,0,1,1,0,1,0,0,1,1,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False
3655-SNQYZ,1.4915401492832983,1.611554480242174,2.4774254861848592,No,0,2.248955102138801,0,1,0,1,0,1,0,1,1,False,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
8191-XWSZG,0.7992939660427822,-1.4660935640654862,-0.5544717671146129,No,0,-1.145996840374596,0,0,0,1,0,0,0,0,0,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
9959-WOFKT,1.5729808767233588,1.393859073220412,2.251142767227713,No,0,1.278968832849259,0,1,0,1,0,1,0,1,1,True,False,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False
4190-MFLUW,-0.9109613101984924,-0.31779183695069496,-0.7726808386611219,Yes,1,-0.176010571085054,0,0,1,0,0,1,0,1,0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
4183-MYFRB,-0.46303730927815856,0.8404806721650927,-0.18390017462474187,No,0,0.30898256355971704,0,1,1,0,1,0,0,0,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False
8779-QRDMV,-1.2774445836787656,-0.8346107040023594,-0.988286930987808,Yes,1,-0.661003705729825,1,0,1,0,1,0,1,0,1,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
1680-VDCWW,-0.8295205827584317,-1.4943441130683104,-0.9165505884211634,No,0,-1.145996840374596,0,0,0,1,0,1,0,0,0,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True
1066-JKSGK,-1.2774445836787656,-1.4827115340671475,-0.9968899979007819,Yes,1,-1.145996840374596,1,0,1,0,0,0,0,0,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
3638-WEABW,1.0436161483629645,-0.1615829189350795,0.5406104143232504,No,0,0.30898256355971704,0,0,0,1,0,1,0,1,0,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False
6322-HRPFA,0.6771328748826912,-0.17155370093607614,0.3046657894484568,No,0,0.30898256355971704,0,0,1,0,0,1,0,1,0,True,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
6865-JZNKO,-0.0965540357978854,-0.31446824295036285,-0.33050525848019063,No,0,-0.176010571085054,0,0,1,0,0,1,0,1,0,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
6467-CHFZW,0.5956921474426305,1.1495749141959914,1.0894640242250588,Yes,1,0.7939756982044881,0,1,1,0,1,0,0,0,1,True,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False
8665-UTDHZ,-1.2774445836787656,-1.1486903370337564,-0.9924561095687108,Yes,1,-1.145996840374596,1,0,1,0,1,0,0,0,0,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5248-YGIJN,1.6137012404433893,0.8471278601657574,1.8043127072554035,No,0,2.248955102138801,0,0,0,1,0,1,0,1,1,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,True,False
8773-HHUOZ,-0.62591876415828,-0.0020504069191315333,-0.5235227853738373,Yes,1,-0.176010571085054,0,0,1,0,0,0,0,0,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False
3841-NFECX,1.5729808767233588,1.0498670941860242,1.9796829174044883,No,0,1.278968832849259,0,1,0,1,0,1,1,1,0,False,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False
4929-XIHVW,-1.2367242199587352,1.0216165451832002,-0.9256389565446128,No,0,0.30898256355971704,1,1,1,0,0,1,1,0,1,True,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False
6827-IEAUQ,-0.21871512695797646,0.046141706085686136,-0.1788045119147496,No,0,0.7939756982044881,0,0,0,1,0,0,0,1,0,False,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False
7310-EGVHZ,-1.2774445836787656,-1.481049737066981,-0.9968679387548512,No,0,-1.145996840374596,1,0,1,0,0,1,0,0,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
3413-BMNZE,-1.2774445836787656,-0.6484894399837535,-0.9858163066435692,No,0,-1.145996840374596,1,0,1,0,0,1,1,0,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6234-RAAPL,1.6137012404433893,1.1678546811978192,2.193546337202649,No,0,1.278968832849259,0,1,0,1,0,1,0,1,1,False,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
6047-YHPVI,-1.1145631287986442,0.16412929309748078,-0.8659689668020626,Yes,1,-1.145996840374596,1,1,1,0,1,0,0,0,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
6572-ADKRS,0.5549717837226001,0.33363258711442517,0.5596695164073775,No,0,-0.661003705729825,0,1,1,0,0,1,0,0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
5380-WJKOV,0.06632741908223598,1.3822264942192488,0.5600886401800608,Yes,1,1.278968832849259,0,1,1,0,1,0,0,0,1,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False
8168-UQWWF,-0.8702409464784621,1.099721004191008,-0.5180962354748845,Yes,1,0.7939756982044881,0,1,1,0,0,1,0,0,1,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True
8865-TNMNX,-0.9109613101984924,-0.5055748979694671,-0.7959091193261516,No,0,-0.661003705729825,0,0,0,1,0,0,0,0,0,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
9489-DEDVP,1.5322605130033284,0.14751132309581955,1.1438177597983101,No,0,0.7939756982044881,0,0,0,1,0,1,0,1,1,False,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False
9867-JCZSP,-0.62591876415828,-1.462769970065154,-0.8212550780005288,No,0,-1.145996840374596,0,0,0,1,0,0,0,0,0,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False
4671-VJLCL,1.247217966963116,0.5014740841312035,1.1390088659854167,No,0,1.7639619674940301,0,0,0,1,0,1,0,1,1,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False,False,True,False
4080-IIARD,-0.7888002190384014,0.3801629031190768,-0.5727808582370959,No,0,1.278968832849259,0,0,1,0,1,0,0,1,1,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False
3714-NTNFO,0.6771328748826912,0.6560212051466532,0.7177894744386527,No,0,-0.176010571085054,0,1,1,0,1,0,0,0,1,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
5948-UJZLF,-1.2367242199587352,-0.5155456799704636,-0.9629850906052922,No,0,-0.661003705729825,1,0,1,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
7760-OYPDY,-1.2367242199587352,0.5280628361338618,-0.9421833159926397,Yes,1,-0.661003705729825,1,1,1,0,1,0,0,0,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
7639-LIAYI,0.7992939660427822,0.4981504901308714,0.8550414804194837,No,0,1.278968832849259,0,0,0,1,0,1,0,1,1,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,False,False,True,False
2954-PIBKO,1.4915401492832983,-0.020330173920958795,0.8710564203651738,No,0,0.7939756982044881,0,0,0,1,0,1,0,1,0,False,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False
8012-SOUDQ,0.43281069256250915,0.8471278601657574,0.6878110951188281,No,0,0.30898256355971704,0,1,1,0,1,0,1,0,1,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
9420-LOJKX,-0.7073594915983407,1.141265929195161,-0.37647651859977455,Yes,1,0.7939756982044881,0,1,1,0,0,1,0,1,1,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False
6575-SUVOI,-0.30015585439803716,0.1574821050968162,-0.23254059140194083,No,0,0.7939756982044881,0,0,1,0,0,1,1,1,1,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False
7495-OOKFY,-0.9924020376385531,0.5280628361338618,-0.7263786913525774,Yes,1,-0.176010571085054,0,1,1,0,0,1,1,0,0,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
4667-QONEA,1.125056875803025,0.33529438411459117,0.9602856656548654,No,0,1.278968832849259,0,0,0,1,0,1,0,1,1,False,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,False,True,False
1658-BYGOY,-0.5851984004382496,1.0199547481830342,-0.2325847096938023,Yes,1,0.30898256355971704,0,1,1,0,1,0,1,0,1,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False
8769-KKTPH,1.247217966963116,1.1595456961969886,1.778613802246135,No,0,0.7939756982044881,0,1,0,1,0,1,0,1,1,False,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,True,False
5067-XJQFU,1.369379058123207,1.4520219682262263,2.1161849124236753,No,0,1.7639619674940301,0,1,0,1,1,0,0,1,1,True,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,False,True,False
3957-SQXML,0.06632741908223598,-1.3231790220511994,-0.6112299495943104,No,0,-0.661003705729825,0,0,0,1,0,1,0,0,0,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False
5954-BDFSG,1.6137012404433893,1.42044782522307,2.459138454208307,No,0,1.278968832849259,0,1,0,1,0,1,0,1,1,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,True,False
0434-CSFON,0.5956921474426305,1.1877962451998125,1.0709122824973383,No,0,0.7939756982044881,0,1,1,0,1,0,0,0,1,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False
1215-FIGMP,1.125056875803025,0.8354952811645946,1.3989759007787455,No,0,0.30898256355971704,0,1,1,0,0,1,0,0,1,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
0526-SXDJP,1.6137012404433893,-0.7531826509942192,0.3010039712239601,No,0,-0.176010571085054,0,0,0,1,0,1,0,1,0,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0557-ASKVU,-0.5851984004382496,-0.34438058895335305,-0.5835236623053481,No,0,-0.176010571085054,0,0,0,1,0,1,0,1,0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False
5698-BQJOH,-0.9516816739185228,0.9850570111795457,-0.6275757767289609,Yes,1,0.30898256355971704,0,1,1,0,1,0,0,0,1,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
5122-CYFXA,-1.1960038562387048,0.3502505571160864,-0.8980870832771656,No,0,0.7939756982044881,1,0,1,0,1,0,0,1,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False
8627-ZYGSZ,0.5956921474426305,0.46989994112804756,0.6046922332519411,No,0,-0.176010571085054,0,1,0,1,1,0,0,0,0,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
3410-YOQBQ,-0.055833672077855064,0.47987072312904416,0.09594215065214973,No,0,1.278968832849259,0,0,0,1,0,0,0,1,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False
3170-NMYVV,0.7178532386027215,-1.4827115340671475,-0.5950826547730361,No,0,-1.145996840374596,0,0,0,1,0,1,0,0,0,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
7410-OIEDU,-0.9109613101984924,0.5014740841312035,-0.614296170878678,No,0,-0.176010571085054,0,1,1,0,0,0,0,1,0,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
2273-QCKXA,-1.2774445836787656,-0.5221928679711283,-0.9841398115528358,No,0,-0.661003705729825,1,0,1,0,0,0,0,1,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0731-EBJQB,0.7992939660427822,-1.4744025490663168,-0.5246036835244418,No,0,-1.145996840374596,0,0,0,1,1,0,0,0,0,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
1891-QRQSA,1.2879383306831464,1.5567151792366918,2.1261777055302837,No,0,1.7639619674940301,0,1,0,1,0,1,0,1,1,True,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,False
8028-PNXHQ,1.2064976032430856,-1.3464441800535252,-0.3772706478532799,No,0,-0.661003705729825,0,0,0,1,0,1,0,0,0,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False
5630-AHZIL,-1.1960038562387048,-0.00869759491979612,-0.9275139839487225,No,0,0.30898256355971704,1,0,1,0,0,1,0,1,1,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
2673-CXQEU,0.9621754209229036,1.5201556452330371,1.702862695120103,No,0,1.7639619674940301,0,1,0,1,1,0,1,1,1,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False
6416-JNVRK,0.5549717837226001,-0.3028356639492,0.18049485700453238,No,0,-0.661003705729825,0,0,0,1,0,1,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False
5590-ZSKRV,-0.9924020376385531,-0.33607160395252245,-0.7930193712092296,No,0,-0.176010571085054,0,0,1,0,0,0,0,1,0,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0191-ZHSKZ,-0.0965540357978854,0.3319707901142591,-0.07431033764101187,No,0,0.7939756982044881,0,0,1,0,1,0,1,1,1,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False
3887-PBQAO,0.5142514200025698,-1.2916048790480432,-0.4690366949250022,No,0,-0.661003705729825,0,0,0,1,0,1,0,0,0,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False
5919-TMRGD,-1.2774445836787656,0.48485611412954227,-0.9707719691188302,Yes,1,-0.661003705729825,1,1,1,0,1,0,0,0,1,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
8108-UXRQN,-0.8702409464784621,-0.47233895796614456,-0.7563570706724021,No,0,-0.176010571085054,0,0,1,0,1,0,0,1,1,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
9191-MYQKX,-1.0331224013585834,0.34526516611558833,-0.7865560414515337,Yes,1,-0.661003705729825,0,1,1,0,0,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
9919-YLNNG,0.3920903288424788,1.2974748472107767,0.9034392465914449,No,0,1.278968832849259,0,1,1,0,0,1,0,1,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False
0318-ZOPWS,0.6771328748826912,-1.4827115340671475,-0.5763544398778698,No,0,-1.145996840374596,0,0,0,1,0,1,0,0,0,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False
4445-ZJNMU,-0.9516816739185228,1.1479131171958254,-0.6004430272341968,No,0,0.7939756982044881,0,1,1,0,0,1,0,0,1,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True
4808-YNLEU,0.10704778280226633,-0.08680205392760396,-0.028361136667358768,No,0,-0.176010571085054,0,0,0,1,0,1,0,1,1,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
1862-QRWPE,0.6364125111626608,-1.4660935640654862,-0.5394494887358046,No,0,-1.145996840374596,0,0,0,1,0,1,0,0,0,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False
2796-NNUFI,0.5549717837226001,-1.4893587220678117,-0.5967591498637697,No,0,-1.145996840374596,0,0,0,1,0,0,0,0,0,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False
3016-KSVCP,-0.13727439951791576,-1.0307027500219619,-0.5605159730996254,No,0,-1.145996840374596,0,0,1,0,0,0,0,0,1,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
4767-HZZHQ,-0.0965540357978854,0.574593152138513,0.12814850371097536,No,0,-0.176010571085054,0,1,1,0,0,1,0,0,0,True,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2424-WVHPL,-1.2774445836787656,0.3303089931140931,-0.9728234696903856,No,0,-0.661003705729825,1,1,1,0,1,0,1,1,0,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
7233-PAHHL,1.369379058123207,0.6394032351449919,1.5152496589794784,No,0,1.7639619674940301,0,0,0,1,0,0,0,1,1,True,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False
6067-NGCEU,1.3286586944031769,1.5384354122348645,2.1297071688791958,No,0,1.7639619674940301,0,1,1,0,0,1,0,1,1,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False
9848-JQJTX,1.6137012404433893,1.2010906212011416,2.2850256153772723,No,0,1.278968832849259,0,1,0,1,0,1,0,0,1,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False
8637-XJIVR,-0.8295205827584317,0.47156173812821356,-0.5966488541341161,Yes,1,-0.176010571085054,0,1,1,0,1,0,0,1,0,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
9803-FTJCG,1.5729808767233588,0.06940686408801149,1.0892654919116826,No,0,0.7939756982044881,0,0,0,1,0,1,0,1,0,True,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False
0278-YXOOG,-1.1145631287986442,-1.4527991880641573,-0.9555511584266455,Yes,1,-1.145996840374596,1,0,1,0,0,0,0,0,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
3212-KXOCR,0.7992939660427822,-1.4544609850643233,-0.5173021062213792,No,0,-1.145996840374596,0,0,0,1,0,1,0,0,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
