customerID,tenure,MonthlyCharges,TotalCharges,churn,ChurnFlag,ServicesCount,IsNewCustomer,HasFiber,IsMonthToMonth,IsLongTermContract,IsElectronicCheck,AutoPayment,SeniorWithNoDependents,TechSupportOrSecurity,StreamingBundle,gender_male,Partner_yes,Dependents_yes,PhoneService_yes,MultipleLines_no phone service,MultipleLines_yes,InternetService_fiber optic,InternetService_no,OnlineSecurity_no internet service,OnlineSecurity_yes,OnlineBackup_no internet service,OnlineBackup_yes,DeviceProtection_no internet service,DeviceProtection_yes,TechSupport_no internet service,TechSupport_yes,StreamingTV_no internet service,StreamingTV_yes,StreamingMovies_no internet service,StreamingMovies_yes,Contract_one year,Contract_two year,PaperlessBilling_yes,PaymentMethod_credit card (automatic),PaymentMethod_electronic check,PaymentMethod_mailed check,TenureBand_13-24,TenureBand_25-48,TenureBand_49+,TenureBand_7-12
9763-grskd,-0.7793283845468723,-0.39248031467041694,-0.7135968786630904,no,,0.0,0,0,0,0,0,0,0,0,0,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
7469-lkbci,-0.6575086500441811,-1.4151279277645061,-0.8304173161197307,no,,0.0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False
8091-ttvax,1.0479676329934948,1.2701467724244886,1.5693205249471758,no,,0.0,0,0,0,0,0,0,0,0,0,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False
0280-xjgex,0.6825084294854213,1.3806586919040114,1.2803283205656615,yes,,0.0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
5129-jlpis,-0.2920494465361077,1.4400382307288293,0.22697235228456103,no,,0.0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False
3655-snqyz,1.4946399928366956,1.6957001340023516,2.561633164697317,no,,0.0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
8191-xwszg,0.8043281639881125,-1.3590472522077335,-0.5184106115908984,no,,0.0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
9959-wofkt,1.575853149171823,1.4796245899453748,2.3317570765656814,no,,0.0,0,0,0,0,0,0,0,0,0,True,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False
4190-mfluw,-0.9011481190495634,-0.21928999309803093,-0.7400848428053787,yes,,0.0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
4183-myfrb,-0.4544757592063626,0.9303638558158075,-0.14195434287152364,no,,0.0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False
1680-vdcww,-0.819934962714436,-1.3870875899861195,-0.8862392439356699,no,,0.0,0,0,0,0,0,0,0,0,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True
1066-jksgk,-1.2666073225576369,-1.3755415685479606,-0.9678544430949033,yes,,0.0,1,0,0,0,0,0,0,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
3638-weabw,1.0479676329934948,-0.06424341949989501,0.5940614729400807,no,,0.0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False
6322-hrpfa,0.6825084294854213,-0.07414000930403127,0.35437004784201354,no,,0.0,0,0,0,0,0,0,0,0,0,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
6865-jznko,-0.08901655569828917,-0.21599112982998567,-0.29088751519779105,no,,0.0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
6467-chfzw,0.601295273150294,1.237158139744034,1.151630877190736,yes,,0.0,0,0,0,0,0,0,0,0,0,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False
8665-utdhz,-1.2666073225576369,-1.044005810109393,-0.9633501446240067,yes,,0.0,1,0,0,0,0,0,0,0,0,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5248-ygijn,1.6164597273393868,0.9369615823518985,1.877831356035909,no,,0.0,0,0,0,0,0,0,0,0,0,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,True,False
8773-hhuoz,-0.6169020718766174,0.09410201736628664,-0.4869701600751366,yes,,0.0,0,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False
6827-ieauq,-0.2108362902009803,0.14193553475294574,-0.13677776104676173,no,,0.0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False
7310-egvhz,-1.2666073225576369,-1.373892136913938,-0.9678320336497745,no,,0.0,1,0,0,0,0,0,0,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
6234-raapl,1.6164597273393868,1.2553018877182844,2.273246015334282,no,,0.0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
6047-yhpvi,-1.1041810098873819,0.25904518076855904,-0.8348543862552409,yes,,0.0,1,0,0,0,0,0,0,0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
6572-adkrs,0.5606886949827302,0.4272872074388767,0.6134232335313982,no,,0.0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
5380-wjkov,0.07340975697196568,1.4680785685072155,0.613849012988846,yes,,0.0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False
8168-uqwwf,-0.8605415408819997,1.1876751907233525,-0.48145743657344203,yes,,0.0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True
8865-tnmnx,-0.9011481190495634,-0.40567576774259895,-0.7636819885260466,no,,0.0,0,0,0,0,0,0,0,0,0,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
9489-dedvp,1.5352465710042593,0.2425508644283318,1.2068477499881969,no,,0.0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False
9867-jczsp,-0.6169020718766174,-1.355748388939688,-0.7894304409790832,no,,0.0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False
4671-vjlcl,1.2510005238313133,0.5938798024751717,1.2019624909501097,no,,0.0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False,False,True,False
4080-iiard,-0.7793283845468723,0.47347129319151315,-0.5370104510478352,no,,0.0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False
3714-ntnfo,0.6825084294854213,0.7472769444392853,0.7740541362149195,no,,0.0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
5948-ujzlf,-1.2260007443900731,-0.4155723575467352,-0.933411125931877,no,,0.0,1,0,0,0,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
7760-oypdy,-1.2260007443900731,0.6202707086195357,-0.9122790191753813,yes,,0.0,1,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
7639-liayi,0.8043281639881125,0.5905809392071265,0.913485703806559,no,,0.0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,False,False,True,False
2954-pibko,1.4946399928366956,0.07595826939203676,0.9297549609700966,no,,0.0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False
9420-lojkx,-0.6981152282117449,1.2289109815739205,-0.33758879884629245,yes,,0.0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False
8769-kktph,1.2510005238313133,1.2470547295481709,1.8517243524608111,no,,0.0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,True,False
3957-sqxml,0.07340975697196568,-1.2171961316817792,-0.5760701139074025,no,,0.0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False
5954-bdfsg,1.6164597273393868,1.5060154960897383,2.5430557346855096,no,,0.0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,True,False
0434-csfon,0.601295273150294,1.2750950673265569,1.1327845338373823,no,,0.0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False
1215-figmp,1.129180789328622,0.9254155609137397,1.466057801793483,no,,0.0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
0526-sxdjp,1.6164597273393868,-0.6514410812119847,0.35065007995062614,no,,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0557-askvu,-0.5762954937090538,-0.24568089924239467,-0.54792385082558,no,,0.0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False
5698-bqjoh,-0.9417546972171271,1.0738644079757849,-0.5926755127478724,yes,,0.0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
5122-cyfxa,-1.1853941662225094,0.44378152377910396,-0.8674825383628313,no,,0.0,1,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False
8627-zygsz,0.601295273150294,0.5625406014287404,0.6591609110393595,no,,0.0,0,0,0,0,0,0,0,0,0,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
3410-yoqbq,-0.048409977530725457,0.5724371912328766,0.14233187803293407,no,,0.0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False
3170-nmyvv,0.7231150076529851,-1.3755415685479606,-0.5596664000730919,no,,0.0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
7410-oiedu,-0.9011481190495634,0.5938798024751717,-0.5791850267803111,no,,0.0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
2273-qckxa,-1.2666073225576369,-0.4221700840828262,-0.954901783810434,no,,0.0,1,0,0,0,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0731-ebjqb,0.8043281639881125,-1.367294410377847,-0.4880682228864497,no,,0.0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
8028-pnxhq,1.2103939456637496,-1.2402881745580971,-0.33839553887093077,no,,0.0,0,0,0,0,0,0,0,0,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False
5630-ahzil,-1.1853941662225094,0.08750429083019565,-0.8973767381647031,no,,0.0,1,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
6416-jnvrk,0.5606886949827302,-0.20444510839182656,0.2282272812117759,no,,0.0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False
5590-zskrv,-0.9823612753846909,-0.23743374107228105,-0.7607463512141687,no,,0.0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
3887-pbqao,0.5200821168151665,-1.1858569306353475,-0.43161883060690304,no,,0.0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False
5919-tmrgd,-1.2666073225576369,0.5773854861349446,-0.9413216600623574,yes,,0.0,1,0,0,0,0,0,0,0,0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
8108-uxrqn,-0.8605415408819997,-0.37268713506214446,-0.7235018534100375,no,,0.0,0,0,0,0,0,0,0,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
9191-myqkx,-1.0229678535522546,0.4388332288770361,-0.7541803837914187,yes,,0.0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
9919-ylnng,0.39826238231247535,1.3839575551720567,0.9626520264192328,no,,0.0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False
0318-zopws,0.6825084294854213,-1.3755415685479606,-0.5406407811587072,no,,0.0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False
4445-zjnmu,-0.9417546972171271,1.2355087081100116,-0.5651118952393999,no,,0.0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True
4808-ynleu,0.11401633513952938,0.009981004031127567,0.016054654731923516,no,,0.0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
1862-qrwpe,0.6419018513178576,-1.3590472522077335,-0.5031497794581586,no,,0.0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False
2796-nnufi,0.5606886949827302,-1.3821392950840516,-0.5613695179028837,no,,0.0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False
3016-ksvcp,-0.1296231338658529,-0.9268961640937796,-0.5245507995562004,no,,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
4767-hzzhq,-0.08901655569828917,0.6664547943721717,0.17504966792103974,no,,0.0,0,0,0,0,0,0,0,0,0,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
7233-pahhl,1.3728202583340043,0.730782628099058,1.5841779870675963,no,,0.0,0,0,0,0,0,0,0,0,0,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False
6067-ngceu,1.3322136801664408,1.6231251421053516,2.2083930811314203,no,,0.0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False
9848-jqjtx,1.6164597273393868,1.288290520398739,2.3661779842835795,no,,0.0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False
8637-xjivr,-0.819934962714436,0.5641900330627629,-0.5612574706772395,yes,,0.0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
9803-ftjcg,1.575853149171823,0.16502757762926348,1.1514291921845765,no,,0.0,0,0,0,0,0,0,0,0,0,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False
0278-yxoog,-1.1041810098873819,-1.3458517991355514,-0.9258591429234582,yes,,0.0,1,0,0,0,0,0,0,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
3212-kxocr,0.8043281639881125,-1.3475012307695742,-0.4806506965488038,no,,0.0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
6380-arceh,-1.2666073225576369,-1.373892136913938,-0.9678320336497745,no,,0.0,1,0,0,0,0,0,0,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
3679-xaspy,-1.2666073225576369,-1.3986336114242788,-0.9681681753267072,no,,0.0,1,0,0,0,0,0,0,0,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
7123-wquhx,0.2358360696422205,1.0936575875840573,0.6391044576490481,no,,0.0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
3192-nqeca,1.4540334146691318,1.5884870777908746,2.4346612485973127,yes,,0.0,0,0,0,0,0,0,0,0,0,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,False
6180-ybiqi,-1.1041810098873819,-1.2386387429240744,-0.9319769214436314,no,,0.0,1,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6728-dkuco,1.6164597273393868,1.395503576610216,2.2962605154816003,no,,0.0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False
9750-boohv,-0.007803399363161748,-1.0456552417434157,-0.5611230140064665,no,,0.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
8597-cwyhh,0.4388689604800391,1.0722149763417617,0.7805976941925408,no,,0.0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False
2848-yxsmw,1.6164597273393868,-1.4002830430583015,-0.36589192804401677,no,,0.0,0,0,0,0,0,0,0,0,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
0486-heczi,0.9261478984908036,1.1513876947748527,1.3711313922277188,yes,,0.0,0,0,0,0,0,0,0,0,0,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
4549-zdqyy,0.8043281639881125,-0.12857125322678112,0.3866172393824135,no,,0.0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
5712-ahqnn,0.4388689604800391,0.983145668104535,0.7952982901970593,no,,0.0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
5256-skjgo,1.291607101998877,-0.23908317270630366,0.5574892584898147,no,,0.0,0,0,0,0,0,0,0,0,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False
3071-vbypo,-1.1853941662225094,0.9237661292797166,-0.865555326081751,no,,0.0,1,0,0,0,0,0,0,0,0,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
9560-bbzxk,0.1546229133070931,-1.0159654723310068,-0.47206787906445835,no,,0.0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
5299-ruloa,-0.9011481190495634,1.2668479091564433,-0.49972113435344623,yes,,0.0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
8402-ooohj,0.35765580414491166,-1.3590472522077335,-0.6025804874948195,no,,0.0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
9445-zueqe,-0.2108362902009803,0.7703689873156035,-0.012562206697604479,no,,0.0,0,0,0,0,0,0,0,0,0,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
1091-sozga,0.9667544766583673,1.2520030244502387,1.4950780332353302,no,,0.0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,False,True,False
2928-hldba,-1.0635744317198181,-1.3573978205737107,-0.9263521507162926,no,,0.0,1,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
0404-swrvg,-1.1853941662225094,0.4140917543666952,-0.8740036868953235,yes,,0.0,1,0,0,0,0,0,0,0,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
6497-tilvl,-1.0229678535522546,-0.3677388401600761,-0.8198624674640473,no,,0.0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
